user_id,target_pos,original_interactions,best_interactions,cfs,len_cfs
3299,7,"[  45  742 2603  202  885  697  106 1538 1236 1071 1587  219  211  412
 3290  213   15  415  404 2134]","[  45  742  202  885  697  106 1538 1236 1071 1587  219  211  412 3290
  213   15  415  404 2134]",[2603],1
3300,1,"[ 703  496 1012 2478  317  314 1920  922 1234 1560 2073  886 2181  276
  530 1584 1477   59  127  134]","[ 703  496 1012 2478  317  314 1920  922 1234 1560 2073  886 2181  530
 1584 1477  127  134]",[ 59 276],2
3300,3,"[ 703  496 1012 2478  317  314 1920  922 1234 1560 2073  886 2181  276
  530 1584 1477   59  127  134]","[ 703  496 1012 2478  317  314 1920  922 1234 2073  886 2181  276  530
 1584 1477  127  134]",[  59 1560],2
3300,5,"[ 703  496 1012 2478  317  314 1920  922 1234 1560 2073  886 2181  276
  530 1584 1477   59  127  134]","[ 703  496 1012 2478  317  314 1920  922 1234 1560 2073  886 2181  276
  530 1584 1477  127  134]",[59],1
3300,7,"[ 703  496 1012 2478  317  314 1920  922 1234 1560 2073  886 2181  276
  530 1584 1477   59  127  134]","[ 703  496 1012 2478  317  314 1920  922 1234 1560 2073  886 2181  276
  530 1584   59  127  134]",[1477],1
3301,1,"[ 532  893 1245 1232 2581 1116  790  401  172 2631 2713  361  232  870
  335  520  733 2810   44  280]","[ 532  893 1245 1232 2581 1116  790  401  172 2631 2713  361  232  870
  335  520  733  280]",[  44 2810],2
3301,3,"[ 532  893 1245 1232 2581 1116  790  401  172 2631 2713  361  232  870
  335  520  733 2810   44  280]","[ 532  893 1245 1232 2581 1116  790  401  172 2631 2713  361  232  870
  335  520  733  280]",[  44 2810],2
3301,5,"[ 532  893 1245 1232 2581 1116  790  401  172 2631 2713  361  232  870
  335  520  733 2810   44  280]","[ 532  893 1245 1232 2581 1116  790  401  172 2631 2713  361  232  870
  335  520 2810  280]",[ 44 733],2
3301,7,"[ 532  893 1245 1232 2581 1116  790  401  172 2631 2713  361  232  870
  335  520  733 2810   44  280]","[ 532  893 1245 1232 2581 1116  790  401  172 2631 2713  335 2810   44
  280]",[232 361 520 733 870],5
3304,1,"[ 432  634 2081   34   98  538 1129  595 1731  257  322 1762 2042  208
  683  391  427  332  579 1618]","[ 432  634 2081   34   98  538 1129  595 1731  257  322 1762 2042  208
  683  391  427  579 1618]",[332],1
3304,3,"[ 432  634 2081   34   98  538 1129  595 1731  257  322 1762 2042  208
  683  391  427  332  579 1618]","[ 432  634 2081   34   98  538 1129  595 1731  257  322 1762 2042  208
  683  391  427  332  579]",[1618],1
3304,5,"[ 432  634 2081   34   98  538 1129  595 1731  257  322 1762 2042  208
  683  391  427  332  579 1618]","[ 432  634 2081   34   98  538 1129  595 1731  257  322 1762 2042  208
  683  391  332  579 1618]",[427],1
3304,7,"[ 432  634 2081   34   98  538 1129  595 1731  257  322 1762 2042  208
  683  391  427  332  579 1618]","[ 432  634 2081   34   98  538 1129  595 1731  257  322 1762 2042  683
  391  427  332  579 1618]",[208],1
3308,1,"[ 512  488 2744  907 2380  765 1900 1919 2392 3144  555 2672  420  415
 1576 1593   99  152  899  148]","[ 512  488 2744  907 2380  765 1900 1919 2392 3144  555 2672  420  415
 1576 1593   99  899  148]",[152],1
3308,3,"[ 512  488 2744  907 2380  765 1900 1919 2392 3144  555 2672  420  415
 1576 1593   99  152  899  148]","[ 512  488 2744  907 2380  765 1900 1919 2392 3144  555 2672  420  415
 1576 1593   99  899  148]",[152],1
3308,5,"[ 512  488 2744  907 2380  765 1900 1919 2392 3144  555 2672  420  415
 1576 1593   99  152  899  148]","[ 512  488 2744  907 2380  765 1900 2392 3144  555 2672  420  415 1576
 1593   99  152  899  148]",[1919],1
3308,7,"[ 512  488 2744  907 2380  765 1900 1919 2392 3144  555 2672  420  415
 1576 1593   99  152  899  148]","[ 488 2744  907 2380  765 1900 1919 2392 3144  555 2672  420  415 1576
 1593   99  152  899  148]",[512],1
3309,1,"[ 516   14  332  624  165 1211  866   33 1352  392  288 1375  741  588
 1001  849  607 1110 1611 1099]","[ 516   14  332  624  165 1211  866   33 1352  288 1375  741  588 1001
  849  607 1110 1099]",[ 392 1611],2
3309,3,"[ 516   14  332  624  165 1211  866   33 1352  392  288 1375  741  588
 1001  849  607 1110 1611 1099]","[ 516   14  332  624  165 1211  866   33 1352  392  288 1375  741  588
 1001  849 1110 1611 1099]",[607],1
3309,5,"[ 516   14  332  624  165 1211  866   33 1352  392  288 1375  741  588
 1001  849  607 1110 1611 1099]","[ 516   14  332  624  165 1211  866   33 1352  288 1375  741  588 1001
  849  607 1110 1611 1099]",[392],1
3309,7,"[ 516   14  332  624  165 1211  866   33 1352  392  288 1375  741  588
 1001  849  607 1110 1611 1099]","[ 516   14  332  624  165 1211  866   33 1352  392  288 1375  741  588
 1001  849  607 1611 1099]",[1110],1
3311,1,"[ 509  437  549 2675 1456 1915 1958 1939  898  199 2848  257  530   54
  121  828  232  444  115 1078]","[ 509  437  549 2675 1456 1915 1958 1939  898  199 2848  257  530  828
  232  444  115 1078]",[ 54 121],2
3311,3,"[ 509  437  549 2675 1456 1915 1958 1939  898  199 2848  257  530   54
  121  828  232  444  115 1078]","[ 509  437  549 2675 1456 1915 1958 1939  898  199 2848   54  121  828
  232  444  115 1078]",[257 530],2
3311,5,"[ 509  437  549 2675 1456 1915 1958 1939  898  199 2848  257  530   54
  121  828  232  444  115 1078]","[ 509  437  549 2675 1456 1915 1958 1939  898  199 2848  257   54  121
  828  232  444  115 1078]",[530],1
3311,7,"[ 509  437  549 2675 1456 1915 1958 1939  898  199 2848  257  530   54
  121  828  232  444  115 1078]","[ 509  437  549 2675 1456 1915 1939  898  199 2848  257  530   54  121
  828  232  444  115 1078]",[1958],1
3312,1,"[1325 1035 2135  212  676   18  799  567 1209   42 2917  873  870  251
 1614  832 2064  266  512 3021]","[1325 2135  676   18  567 1209 2917  873  870  251 1614 2064  266  512
 3021]",[  42  212  799  832 1035],5
3312,3,"[1325 1035 2135  212  676   18  799  567 1209   42 2917  873  870  251
 1614  832 2064  266  512 3021]","[1325 1035 2135  212  676   18  799  567 1209   42 2917  873  870  251
 1614  832 2064  512 3021]",[266],1
3312,5,"[1325 1035 2135  212  676   18  799  567 1209   42 2917  873  870  251
 1614  832 2064  266  512 3021]","[1325 1035 2135  212  676   18  567 1209 2917  873  870  251 1614 2064
  266  512 3021]",[ 42 799 832],3
3312,7,"[1325 1035 2135  212  676   18  799  567 1209   42 2917  873  870  251
 1614  832 2064  266  512 3021]","[1325 1035 2135  212  676   18  799  567 1209   42 2917  873  870  251
 1614  832 2064  266  512]",[3021],1
3313,1,"[1089 1871  565  124   11  284 3121  770 1716 1958  672  760 1974  500
  179  348  149   94  719 1127]","[1089 1871  565  124   11  284 3121  770 1716 1958  672  760 1974  500
  179  348  149   94]",[ 719 1127],2
3313,3,"[1089 1871  565  124   11  284 3121  770 1716 1958  672  760 1974  500
  179  348  149   94  719 1127]","[1089 1871  565  124   11  284 3121  770 1716 1958  672  760 1974  500
  179  348  149   94  719]",[1127],1
3313,5,"[1089 1871  565  124   11  284 3121  770 1716 1958  672  760 1974  500
  179  348  149   94  719 1127]","[1089 1871  565  124   11  284 3121  770 1716 1958  672  760 1974  500
  179  348  149   94  719]",[1127],1
3313,7,"[1089 1871  565  124   11  284 3121  770 1716 1958  672  760 1974  500
  179  348  149   94  719 1127]","[1089 1871  565  124   11  284 3121  770 1716 1958  672  760 1974  500
  179  348   94  719 1127]",[149],1
3314,1,"[ 826   85 1043  199  702   14 1062 1309 1963 1667  866 1302 1745  972
 1039 1713 2394 2979 2299 2272]","[ 826   85 1043  199  702   14 1062 1309 1963 1667  866 1302 1745  972
 1039 2394 2979 2299 2272]",[1713],1
3314,3,"[ 826   85 1043  199  702   14 1062 1309 1963 1667  866 1302 1745  972
 1039 1713 2394 2979 2299 2272]","[ 826   85 1043  199  702   14 1062 1309 1963 1667  866 1302 1745  972
 1039 2394 2979 2299 2272]",[1713],1
3314,5,"[ 826   85 1043  199  702   14 1062 1309 1963 1667  866 1302 1745  972
 1039 1713 2394 2979 2299 2272]","[ 826   85 1043  199  702   14 1062 1309 1963 1667  866 1302 1745  972
 1039 1713 2979 2299 2272]",[2394],1
3314,7,"[ 826   85 1043  199  702   14 1062 1309 1963 1667  866 1302 1745  972
 1039 1713 2394 2979 2299 2272]","[ 826   85 1043  199  702   14 1062 1309 1963 1667  866 1302 1745  972
 1039 2394 2979 2299 2272]",[1713],1
3315,1,"[  84 1110 1299    8    6  838 1172 1675 1260  161  509  844  465 1277
  401 1200 1983  158 1140   87]","[  84 1110 1299    8    6  838 1172 1675 1260  509  844  465  401 1200
 1983  158 1140   87]",[ 161 1277],2
3315,3,"[  84 1110 1299    8    6  838 1172 1675 1260  161  509  844  465 1277
  401 1200 1983  158 1140   87]","[  84 1110 1299    8    6  838 1172 1675 1260  161  509  844  465 1277
  401 1200 1983  158   87]",[1140],1
3315,5,"[  84 1110 1299    8    6  838 1172 1675 1260  161  509  844  465 1277
  401 1200 1983  158 1140   87]","[  84 1110 1299    8    6  838 1172 1260  161  509  844  465 1277  401
 1200 1983  158 1140   87]",[1675],1
3315,7,"[  84 1110 1299    8    6  838 1172 1675 1260  161  509  844  465 1277
  401 1200 1983  158 1140   87]","[  84 1110    8    6  838 1172 1675 1260  161  509  844  465 1277  401
 1200 1983  158 1140   87]",[1299],1
3317,1,"[ 547   86   45  603  648 1848  793  164  744  612  218  210  663   98
  665 1004  644  278 1000  631]","[ 547   86   45  603  648 1848  793  164  744  612  218  210  663   98
  665 1004  644  278 1000]",[631],1
3317,3,"[ 547   86   45  603  648 1848  793  164  744  612  218  210  663   98
  665 1004  644  278 1000  631]","[ 547   86   45  603  648 1848  793  164  744  612  218  210   98  665
 1004  644  278 1000]",[631 663],2
3317,5,"[ 547   86   45  603  648 1848  793  164  744  612  218  210  663   98
  665 1004  644  278 1000  631]","[ 547   86   45  603  648 1848  793  744  612  218  210  663   98  644
  278 1000  631]",[ 164  665 1004],3
3317,7,"[ 547   86   45  603  648 1848  793  164  744  612  218  210  663   98
  665 1004  644  278 1000  631]","[ 547   86   45  648 1848  793  164  744  612  218  210  663  665 1004
  644  278 1000  631]",[ 98 603],2
3319,1,"[3281 2514 2123 1562 2234 1454 2937  566 3023 1503 1652 1080 1071 1353
  793 1419 2720 1024 1761 1348]","[3281 2514 2123 1562 2234 1454 2937  566 1503 1652 1071 1353  793 1419
 1761 1348]",[1024 1080 2720 3023],4
3319,3,"[3281 2514 2123 1562 2234 1454 2937  566 3023 1503 1652 1080 1071 1353
  793 1419 2720 1024 1761 1348]","[3281 2514 2123 1562 2234 1454 2937  566 3023 1503 1652 1071  793 1419
 1761 1348]",[1024 1080 1353 2720],4
3319,5,"[3281 2514 2123 1562 2234 1454 2937  566 3023 1503 1652 1080 1071 1353
  793 1419 2720 1024 1761 1348]","[3281 2514 2123 1562 2234 1454 2937  566 3023 1503 1652 1071 1353  793
 1419 2720 1024 1761 1348]",[1080],1
3319,7,"[3281 2514 2123 1562 2234 1454 2937  566 3023 1503 1652 1080 1071 1353
  793 1419 2720 1024 1761 1348]","[3281 2514 2123 1562 2234 1454  566 3023 1503 1652 1080 1071 1353  793
 1419 2720 1024 1761 1348]",[2937],1
3320,1,"[ 200 1611  417  398  415  488 1443  420 1341  621   38  581 1077  592
 2194 2005 1978 2672 1994 1819]","[ 200 1611  417  398  415  488 1443  420 1341  621   38  581 1077  592
 2194 2005 1978 2672 1994]",[1819],1
3320,3,"[ 200 1611  417  398  415  488 1443  420 1341  621   38  581 1077  592
 2194 2005 1978 2672 1994 1819]","[ 200 1611  417  398  415  488 1443  420 1341  621   38  581 1077  592
 2194 2005 1978 2672 1994]",[1819],1
3320,5,"[ 200 1611  417  398  415  488 1443  420 1341  621   38  581 1077  592
 2194 2005 1978 2672 1994 1819]","[ 200 1611  417  398  415  488 1443  420 1341  621   38  581 1077  592
 2194 2005 1978 2672 1819]",[1994],1
3320,7,"[ 200 1611  417  398  415  488 1443  420 1341  621   38  581 1077  592
 2194 2005 1978 2672 1994 1819]","[ 200 1611  417  398  415  488 1443  420 1341  621   38  581  592 2194
 2005 1978 2672 1994 1819]",[1077],1
3323,1,"[1349 1691  942  335 1136  295   95  333  881 1163  871  598  178 1196
  833  548   85   52 2012   64]","[1349 1691  942  335 1136  295   95  333  881 1163  871  598  178 1196
  833  548   85   52   64]",[2012],1
3323,3,"[1349 1691  942  335 1136  295   95  333  881 1163  871  598  178 1196
  833  548   85   52 2012   64]","[1349 1691  942  335 1136  295   95  333  881 1163  871  598  178 1196
  833  548   85   52   64]",[2012],1
3323,5,"[1349 1691  942  335 1136  295   95  333  881 1163  871  598  178 1196
  833  548   85   52 2012   64]","[1349 1691  942  335 1136  295   95  333  881 1163  871  598  178 1196
  833  548   85   52 2012]",[64],1
3323,7,"[1349 1691  942  335 1136  295   95  333  881 1163  871  598  178 1196
  833  548   85   52 2012   64]","[1349 1691  942  335 1136  295   95  333  881 1163  871  598  178 1196
  833  548   52 2012   64]",[85],1
3327,1,"[ 168  245  471 1303  521 1277  142 1902   34 1983  896  131 1596  376
  151  108  384  455  568  520]","[ 168  245  471 1303  521 1277  142 1902   34 1983  896  131 1596  376
  151  108  455  568  520]",[384],1
3327,3,"[ 168  245  471 1303  521 1277  142 1902   34 1983  896  131 1596  376
  151  108  384  455  568  520]","[ 168  245  471 1303  521 1277  142 1902   34 1983  896  131 1596  376
  151  108  455  568  520]",[384],1
3327,5,"[ 168  245  471 1303  521 1277  142 1902   34 1983  896  131 1596  376
  151  108  384  455  568  520]","[ 168  245  471 1303  521 1277  142 1902   34 1983  896  131 1596  376
  151  108  384  455  568]",[520],1
3327,7,"[ 168  245  471 1303  521 1277  142 1902   34 1983  896  131 1596  376
  151  108  384  455  568  520]","[ 168  245  471 1303  521 1277  142 1902   34 1983  896  131 1596  376
  151  108  455  568  520]",[384],1
3328,1,"[2570  276  157 2774  476  797  440 1999 2617 2845   28 1931 1784 1411
 1897 3300  265  641 3304 1771]","[2570  276  157 2774  476  797  440 1999 2617 2845   28 1931 1784 1411
 1897 3300  641 1771]",[ 265 3304],2
3328,3,"[2570  276  157 2774  476  797  440 1999 2617 2845   28 1931 1784 1411
 1897 3300  265  641 3304 1771]","[2570  276  157 2774  476  797  440 1999 2617 2845   28 1931 1784 1411
 1897 3300  265  641 3304]",[1771],1
3328,5,"[2570  276  157 2774  476  797  440 1999 2617 2845   28 1931 1784 1411
 1897 3300  265  641 3304 1771]","[2570  276  157 2774  476  797  440 1999 2617 2845   28 1931 1784 1411
 1897 3300  265 3304 1771]",[641],1
3328,7,"[2570  276  157 2774  476  797  440 1999 2617 2845   28 1931 1784 1411
 1897 3300  265  641 3304 1771]","[2570  157 2774  476  797  440 1999 2617 2845   28 1931 1784 1411 1897
 3300  265  641 3304 1771]",[276],1
3329,1,"[1466 2066 1468  178 1448 1453  767  107 1263  350 1273  798 1242 1532
  601  412   72  222 2156  175]","[1466 2066 1468  178 1448 1453  767  107 1263 1273  798 1242  601  412
   72  222 2156  175]",[ 350 1532],2
3329,3,"[1466 2066 1468  178 1448 1453  767  107 1263  350 1273  798 1242 1532
  601  412   72  222 2156  175]","[1466 2066 1468  178 1448 1453  767  107 1263  350 1273  798 1242 1532
  601  412  222 2156  175]",[72],1
3329,5,"[1466 2066 1468  178 1448 1453  767  107 1263  350 1273  798 1242 1532
  601  412   72  222 2156  175]","[1466 2066 1468  178 1448 1453  767  107 1263  350 1273  798 1242  601
  412   72  222 2156  175]",[1532],1
3329,7,"[1466 2066 1468  178 1448 1453  767  107 1263  350 1273  798 1242 1532
  601  412   72  222 2156  175]","[1466 2066  178 1448 1453  767  107 1263  350 1273  798 1242 1532  601
  412   72  222 2156  175]",[1468],1
3331,1,"[ 609  113 1346 1436  128   65  190  623  718   63  776  192 2201  923
  243 3185  732  506  789 1163]","[ 609  113 1346 1436  128   65  190  623  718   63  776  192 2201  923
  243 3185  732  506  789]",[1163],1
3331,3,"[ 609  113 1346 1436  128   65  190  623  718   63  776  192 2201  923
  243 3185  732  506  789 1163]","[ 609  113 1346 1436  128   65  190  623  718   63  776  192 2201  923
  243 3185  732  506  789]",[1163],1
3331,5,"[ 609  113 1346 1436  128   65  190  623  718   63  776  192 2201  923
  243 3185  732  506  789 1163]","[ 609  113 1346 1436  128   65  190  623  718   63  776  192 2201  923
  243 3185  732  506 1163]",[789],1
3331,7,"[ 609  113 1346 1436  128   65  190  623  718   63  776  192 2201  923
  243 3185  732  506  789 1163]","[ 609  113 1346 1436  128   65  190  623  718   63  776  192 2201  243
 3185  732  506  789 1163]",[923],1
3332,1,"[  42  278  789  874    5 1031 1655  552  542  295  249  534   69  932
  232  533 1169  520  877  871]","[  42  278  789  874    5 1031 1655  552  542  295  249  534   69  932
  232  533 1169  520  877]",[871],1
3332,3,"[  42  278  789  874    5 1031 1655  552  542  295  249  534   69  932
  232  533 1169  520  877  871]","[  42  278  789  874    5 1031 1655  552  542  295  249  534   69  932
  232  533 1169  520  877]",[871],1
3332,5,"[  42  278  789  874    5 1031 1655  552  542  295  249  534   69  932
  232  533 1169  520  877  871]","[  42  278  789  874    5 1031 1655  552  542  295  249  534   69  932
  533 1169  520  877  871]",[232],1
3332,7,"[  42  278  789  874    5 1031 1655  552  542  295  249  534   69  932
  232  533 1169  520  877  871]","[  42  278  789  874    5 1031 1655  552  542  295  249  534   69  932
  232  533 1169  520  871]",[877],1
3333,1,"[ 606  654  631  859 1104 2197   68  490 2895  337  480  316 1000  517
  494 1598 2451  719  203  245]","[ 606  654  631  859 1104 2197   68  490 2895  337  480  316 1000  517
  494 1598 2451  719  203]",[245],1
3333,3,"[ 606  654  631  859 1104 2197   68  490 2895  337  480  316 1000  517
  494 1598 2451  719  203  245]","[ 606  654  631  859 1104 2197   68  490 2895  337  480  316 1000  517
  494 1598  719  203]",[ 245 2451],2
3333,5,"[ 606  654  631  859 1104 2197   68  490 2895  337  480  316 1000  517
  494 1598 2451  719  203  245]","[ 606  654  631  859 1104 2197   68  490 2895  337  480  316 1000  517
  494 1598 2451  719  203]",[245],1
3333,7,"[ 606  654  631  859 1104 2197   68  490 2895  337  480  316 1000  517
  494 1598 2451  719  203  245]","[ 606  654  631  859 1104 2197   68  490 2895  337  480  316 1000  517
  494 1598 2451  203]",[245 719],2
